,Main Road,,2,2,,Freehold,1130 sqft,,
34.2 Lac ,3040,visakhapatnam,1125 sqft,Ready to Move,4 out of 5,New Property,Unfurnished,East,Main Road,Seshadri Elite,2,1,1 Covered,Freehold,,,
1.20 Cr ,7692,visakhapatnam,1360 sqft,Ready to Move,Ground out of 5,Resale,Furnished,,,Navya Gadiraju Empire,3,2,,,,,
1.20 Cr ,9091,visakhapatnam,,Ready to Move,1 out of 5,Resale,Semi-Furnished,South,,,2,,,Freehold,1320 sqft,,
34.2 Lac ,3040,visakhapatnam,1125 sqft,Ready to Move,3 out of 5,New Property,Unfurnished,West,"Garden/Park, Pool, Main Road",Seshadri Elite,2,2,1 Covered,Freehold,,,
65 Lac ,4167,visakhapatnam,1250 sqft,Ready to Move,2 out of 5,Resale,Unfurnished,East,Main Road,MK Vishnu,2,2,1 Covered,Freehold,,,
80 Lac ,7619,visakhapatnam,850 sqft,Ready to Move,6 out of 6,New Property,Furnished,East,Main Road,,2,2,,Freehold,,,
2.29 Cr ,8767,visakhapatnam,,Ready to Move,5 out of 5,Resale,Unfurnished,North,,,4,1,2 Covered,Freehold,2622 sqft,,
75 Lac ,,visakhapatnam,1350 sqft,Ready to Move,4 out of 5,Resale,Furnished,,,,2,1,,,,,
60 Lac ,6667,visakhapatnam,,Ready to Move,2 out of 3,New Property,Semi-Furnished,East,,,2,,,Freehold,900 sqft,,
45 Lac ,4286,visakhapatnam,900 sqft,Ready to Move,2 out of 5,Resale,Unfurnished,East,Main Road,,2,2,,Freehold,,,
58 Lac ,,visakhapatnam,1630 sqft,Ready to Move,2 out of 5,Resale,Unfurnished,North,Garden/Park,,3,3,,Freehold,,,
30 Lac ,3000,visakhapatnam,,Ready to Move,1 out of 5,Resale,Semi-Furnished,,,,2,,,,1000 sqft,,
1.08 Cr ,6545,visakhapatnam,,Ready to Move,3 out of 5,Resale,Unfurnished,North,Main Road,,3,1,1 Covered,Freehold,1650 sqft,,
52 Lac ,5073,visakhapatnam,,Ready to Move,,Resale,,North,,,,,1 Covered,Freehold,1025 sqft,,
98 Lac ,7396,visakhapatnam,1325 sqft,Ready to Move,3 out of 15,New Property,Unfurnished,North,"Garden/Park, Main Road, Pool",MK Gold Coast,2,1,,Freehold,,,
45 Lac ,4808,visakhapatnam,,Ready to Move,4 out of 5,Resale,Semi-Furnished,East,Main Road,,2,1,1 Covered,Freehold,936 sqft,,
Call for Price,,visakhapatnam,900 sqft,Ready to Move,2 out of 5,Resale,Unfurnished,East,"Pool, Garden/Park, Main Road",,2,1,,Freehold,,,
34 Lac ,3579,visakhapatnam,,Ready to Move,5 out of 5,Resale,Unfurnished,East,"Garden/Park, Main Road",Sri Nivasam,3,1,,Freehold,950 sqft,,
54 Lac ,4696,visakhapatnam,,Ready to Move,2 out of 6,Resale,Semi-Furnished,,,,2,,,,1150 sqft,,
26 Lac ,2905,visakhapatnam,860 sqft,Ready to Move,1 out of 4,New Property,Unfurnished,East,Main Road,,2,1,,Freehold,,,
26.8 Lac ,2991,visakhapatnam,851 sqft,Ready to Move,1 out of 4,New Property,Unfurnished,East,Main Road,,2,1,1 Open,Freehold,,,
26.8 Lac ,2946,visakhapatnam,872 sqft,Ready to Move,Ground out of 4,New Property,Unfurnished,East,Main Road,,2,1,1 Covered,Freehold,,,
26.5 Lac ,2944,visakhapatnam,850 sqft,Ready to Move,1 out of 1,New Property,Unfurnished,East,Garden/Park,,2,1,1 Covered,Freehold,,,
26.6 Lac ,2966,visakhapatnam,860 sqft,Ready to Move,Ground out of 4,New Property,Unfurnished,East,Main Road,,2,1,1 Open,Freehold,,,
42 Lac ,3871,visakhapatnam,,Ready to Move,Ground out of 5,Resale,Unfurnished,North - East,,,2,1,,,1085 sqft,,
1.68 Cr ,5800,visakhapatnam,2034 sqft,Ready to Move,4 out of 5,New Property,Unfurnished,West,Garden/Park,Revathis Laxmi,3,2,1 Covered,Freehold,,,
1.30 Cr ,,visakhapatnam,2280 sqft,Ready to Move,5 out of 9,Resale,Semi-Furnished,North - East,Garden/Park,Aditya Ocean Height,3,3,2 Covered,Freehold,,,
55 Lac ,4074,visakhapatnam,,Ready to Move,4 out of 5,Resale,Furnished,,,,3,,,,1350 sqft,,
32 Lac ,3200,visakhapatnam,,Ready to Move,5 out of 5,Resale,Unfurnished,,,,2,2,,Freehold,1000 sqft,,
43 Lac ,4095,visakhapatnam,950 sqft,Ready to Move,2 out of 5,Resale,Furnished,North,Main Road,Vasanth Vihar Apartments,2,2,,Freehold,,,
85 Lac ,5000,visakhapatnam,1300 sqft,Ready to Move,1 out of 3,Resale,Unfurnished,East,,,3,2,,,,,
50 Lac ,4000,visakhapatnam,1180 sqft,Ready to Move,1 out of 5,Resale,Unfurnished,East,Main Road,,2,1,,Freehold,,,
1 Cr ,,visakhapatnam,1500 sqft,Ready to Move,5 out of 5,New Property,Semi-Furnished,West,,,2,1,1 Covered,Freehold,,,
1.10 Cr ,5489,visakhapatnam,,Ready to Move,12 out of 17,Resale,Unfurnished,East,"Garden/Park, Pool",Shriram Panorama Hills,3,2,,Freehold,2004 sqft,,
34 Lac ,3333,visakhapatnam,850 sqft,Ready to Move,3 out of 5,Resale,Semi-Furnished,South,Main Road,,2,1,1 Covered,Freehold,,,
36.5 Lac ,3578,visakhapatnam,,Ready to Move,1 out of 5,Resale,Unfurnished,East,Main Road,,2,2,,Freehold,1020 sqft,,
41 Lac ,4100,visakhapatnam,850 sqft,Ready to Move,2 out of 5,Resale,Semi-Furnished,East,"Garden/Park, Main Road",,2,2,,Freehold,,,
48 Lac ,4248,visakhapatnam,,Ready to Move,4 out of 5,Resale,Furnished,North - East,Main Road,,2,2,1 Covered,Freehold,1130 sqft,,
65 Lac ,7222,visakhapatnam,750 sqft,Ready to Move,1 out of 2,Resale,Unfurnished,East,,,2,2,,Freehold,,,
92 Lac ,5526,visakhapatnam,,Ready to Move,2 out of 5,Resale,Furnished,West,,Bay front jewel apartment,3,2,"1 Covered,",Freehold,1665 sqft,,
45 Lac ,3750,visakhapatnam,1100 sqft,Ready to Move,2 out of 5,Resale,Unfurnished,East,Main Road,,2,1,,Freehold,,,
1.10 Cr ,6471,visakhapatnam,1275 sqft,Ready to Move,5 out of 5,Resale,Unfurnished,West,Main Road,,3,5,1 Covered,Freehold,,,
90 Lac ,4575,visakhapatnam,,Ready to Move,5 out of 17,Resale,Unfurnished,East,,Shriram Panorama Hills,2,1,1 Covered,Freehold,1967 sqft,,
42 Lac ,3627,visakhapatnam,,Ready to Move,4 out of 5,Resale,Semi-Furnished,North,,Oceans Greens,2,2,,,1158 sqft,,
40 Lac ,3636,visakhapatnam,1040 sqft,Ready to Move,4 out of 5,Resale,Semi-Furnished,,,Nishita Sada Avenue,2,3,,,,,
90 Lac ,6000,visakhapatnam,1500 sqft,Ready to Move,,New Property,Unfurnished,West,"Garden/Park, Pool, Main Road",MVV City,2,2,1 Covered,Freehold,,,
1.99 Cr ,6452,visakhapatnam,2700 sqft,Ready to Move,2 out of 3,New Property,Furnished,East,Main Road,,9,9,2 Covered,Freehold,,,
88.6 Lac ,5500,visakhapatnam,1410 sqft,Ready to Move,2 out of 5,New Property,Unfurnished,East,Main Road,,3,2,1 Covered,Freehold,,,
3.50 Cr ,10938,visakhapatnam,3000 sqft,Ready to Move,Upper Basement out of 5,Resale,Semi-Furnished,,,,3,1,,,,,
1.07 Cr ,5801,visakhapatnam,1800 sqft,Ready to Move,4 out of 5,Resale,Semi-Furnished,East,Main Road,,3,3,1 Covered,Freehold,,,
50 Lac ,4717,visakhapatnam,,Ready to Move,2 out of 5,Resale,Unfurnished,East,,,2,1,,Freehold,1060 sqft,,
70 Lac ,6250,visakhapatnam,,Ready to Move,Ground out of 5,Resale,Semi-Furnished,West,Main Road,,2,,,Freehold,1120 sqft,,
1.30 Cr ,7312,visakhapatnam,1560 sqft,Ready to Move,1 out of 15,Resale,Furnished,East,Pool,Navya Gadiraju Empire,3,1,,Freehold,,,
35 Lac ,3167,visakhapatnam,,Ready to Move,3 out of 5,Resale,Unfurnished,North,,,3,2,,,1105 sqft,,
47 Lac ,3917,visakhapatnam,1100 sqft,Ready to Move,Ground out of 4,Resale,Semi-Furnished,East,Main Road,Owned,2,1,,Freehold,,,
49 Lac ,4335,visakhapatnam,1050 sqft,Ready to Move,3 out of 4,New Property,Semi-Furnished,North,Main Road,,2,1,,Freehold,,,
57 Lac ,4254,visakhapatnam,1044 sqft,Ready to Move,7 out of 8,Resale,Unfurnished,East,"Garden/Park, Main Road",MVV Orchid,2,1,,Freehold,,,
47 Lac ,4273,visakhapatnam,1100 sqft,Ready to Move,1 out of 6,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Yaksha Square,2,,,Freehold,,,
2.75 Cr ,,visakhapatnam,2950 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,East,Garden/Park,,3,6,2 Covered,Freehold,,,
90 Lac ,5488,visakhapatnam,1192 sqft,Ready to Move,4 out of 5,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",West Winds,3,1,,Freehold,,,
1.50 Cr ,8824,visakhapatnam,,Ready to Move,4 out of 4,Resale,Furnished,North - East,"Garden/Park, Main Road",,3,3,1 Open,Freehold,1700 sqft,,
Call for Price,,visakhapatnam,800 sqft,Ready to Move,4 out of 4,Resale,Semi-Furnished,,,,2,1,,,,,
1 Cr ,7634,visakhapatnam,,Ready to Move,5 out of 6,Resale,Unfurnished,,,,2,,,,1310 sqft,,
80 Lac ,6015,visakhapatnam,,Ready to Move,5 out of 18,Resale,Semi-Furnished,,,,2,,,,1330 sqft,,
1 Cr ,6667,visakhapatnam,,Ready to Move,5 out of 26,Resale,Unfurnished,,,,3,,,,1500 sqft,,
60.8 Lac ,3200,visakhapatnam,1900 sqft,Ready to Move,5 out of 5,New Property,Unfurnished,East,Main Road,,3,3,1 Covered,Freehold,,,
1.10 Cr ,5419,visakhapatnam,1750 sqft,Ready to Move,7 out of 9,Resale,Semi-Furnished,,,Lansum Greens,3,2,,,,,
33 Lac ,3000,visakhapatnam,1020 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,,,,2,2,,,,,
25 Lac ,,visakhapatnam,850 sqft,Ready to Move,3 out of 3,Resale,Unfurnished,North,,,1,1,,,,,
28 Lac ,2947,visakhapatnam,850 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,East,,,2,1,,Freehold,,,
68 Lac ,4690,visakhapatnam,,Ready to Move,3 out of 6,Resale,Unfurnished,,,,3,,,,1450 sqft,,
65 Lac ,5628,visakhapatnam,1100 sqft,Ready to Move,Ground out of 5,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",Kohinoor Gateway Executive,2,1,,Freehold,,,
3.50 Cr ,11667,visakhapatnam,2800 sqft,Ready to Move,4 out of 5,Resale,Semi-Furnished,East,Main Road,Sri Ram Nivas,3,1,,Freehold,,,
45.6 Lac ,4000,visakhapatnam,999 sqft,Ready to Move,5 out of 5,New Property,Unfurnished,West,"Garden/Park, Main Road",Chalamajis Landmark,2,1,1 Open,Freehold,,,
66 Lac ,6083,visakhapatnam,,Ready to Move,1 out of 2,Resale,Semi-Furnished,South,Main Road,,2,,1 Covered,,1085 sqft,,
50 Lac ,4608,visakhapatnam,870 sqft,Ready to Move,5 out of 5,New Property,Unfurnished,West,Main Road,Madhuvan,2,2,1 Covered,Freehold,,,
45 Lac ,4615,visakhapatnam,780 sqft,Ready to Move,2 out of 5,New Property,Unfurnished,East,Main Road,,2,1,1 Covered,Freehold,,,
47 Lac ,4585,visakhapatnam,25 sqft,Ready to Move,Lower Basement out of 4,New Property,Unfurnished,East,Main Road,,2,1,1 Covered,Freehold,,,
Call for Price,,visakhapatnam,1500 sqft,Ready to Move,3 out of 8,Resale,Furnished,East,Main Road,REIGN FOREST,3,2,1 Covered,Freehold,,,
1.20 Cr ,5581,visakhapatnam,,Ready to Move,1 out of 4,Resale,Unfurnished,,,,3,,,,2150 sqft,,
45 Lac ,3814,visakhapatnam,1000 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,East,"Garden/Park, Main Road",,2,2,,Freehold,,,
53 Lac ,4417,visakhapatnam,1000 sqft,Ready to Move,3 out of 4,New Property,Unfurnished,West,Main Road,,3,2,1 Covered,Freehold,,,
90 Lac ,5217,visakhapatnam,1400 sqft,Ready to Move,2 out of 5,New Property,Unfurnished,East,Main Road,,3,1,1 Covered,Freehold,,,
80 Lac ,5000,visakhapatnam,1480 sqft,Ready to Move,2 out of 5,New Property,Unfurnished,North,Main Road,,2,1,1 Covered,Freehold,,,
78 Lac ,,visakhapatnam,1440 sqft,Ready to Move,4 out of 5,Resale,Semi-Furnished,,,,2,2,,,,,
96 Lac ,6400,visakhapatnam,1350 sqft,Ready to Move,2 out of 5,Resale,Semi-Furnished,,,,3,2,,,,,
5 Cr ,11905,visakhapatnam,,Ready to Move,5 out of 5,Resale,Furnished,North - East,Pool,MK Royale,5,,2 Covered,Freehold,4200 sqft,,
1.73 Cr ,6015,visakhapatnam,2000 sqft,Ready to Move,Ground out of 5,Resale,Unfurnished,East,Main Road,,3,1,2 Covered,Freehold,,,
30 Lac ,3158,visakhapatnam,900 sqft,Ready to Move,4 out of 5,Resale,Unfurnished,East,,Subhagruha Sukrithi Sampath,2,1,,Freehold,,,
1 Cr ,8000,visakhapatnam,1100 sqft,Ready to Move,2 out of 4,Resale,Unfurnished,North,"Garden/Park, Main Road",Srinivasa Plaza,2,1,,Freehold,,,
50 Lac ,3205,visakhapatnam,1560 sqft,Ready to Move,1 out of 5,Resale,Unfurnished,North,"Garden/Park, Main Road",,3,2,,Freehold,,,
63 Lac ,6562,visakhapatnam,,Ready to Move,2 out of 4,Resale,Furnished,,,,2,,,,960 sqft,,
54 Lac ,4390,visakhapatnam,,Ready to Move,3 out of 8,Resale,Unfurnished,North,,MVV Ozone,2,,1 Covered,Freehold,1230 sqft,,
Call for Price,,visakhapatnam,,Ready to Move,1 out of 7,Resale,Semi-Furnished,,,Novus Florence Village,2,,,,1150 sqft,,
30 Lac ,4491,vrindavan,,Ready to Move,Ground out of 1,Resale,Furnished,,,,1,,,,668 sqft,,
70 Lac ,5000,vrindavan,,Ready to Move,2 out of 2,Resale,Furnished,,,,3,,,,1400 sqft,,
17.5 Lac ,6944,vrindavan,302 sqft,Ready to Move,Ground out of 3,Resale,Semi-Furnished,,,,1,,,,,,
25 Lac ,5745,vrindavan,390 sqft,Ready to Move,4 out of 14,Resale,Unfurnished,North - East,"Main Road, Garden/Park, Pool",Sanskar City,1,1,,Freehold,,,
40 Lac ,8000,vrindavan,,Ready to Move,2 out of 3,Resale,Furnished,,,,1,,,,500 sqft,,
55 Lac ,6111,vrindavan,,Ready to Move,2 out of 3,New Property,Unfurnished,East,Garden/Park,,2,1,,Freehold,100 sqyrd,,
35 Lac ,6733,vrindavan,,Ready to Move,7 out of 10,Resale,Unfurnished,East,Garden/Park,Hare Krishna Orchid,1,1,,Freehold,520 sqft,,
16 Lac ,2000,vrindavan,750 sqft,Ready to Move,1 out of 4,Resale,Unfurnished,East,Garden/Park,Amrapali Kanha,1,2,,Freehold,,,
25 Lac ,5828,vrindavan,429 sqft,Ready to Move,8 out of 11,New Property,Unfurnished,East,"Garden/Park, Main Road",Hare Krishna Orchid,1,1,,Freehold,,,
18.9 Lac ,3259,vrindavan,,Ready to Move,3 out of 3,Resale,Unfurnished,,,Hare Krishna Dham,1,2,,,580 sqft,,
35.9 Lac ,3220,vrindavan,945 sqft,Ready to Move,3 out of 6,Resale,Semi-Furnished,,,,2,3,,,,,
30 Lac ,4000,vrindavan,550 sqft,Ready to Move,3 out of 6,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Vrinda Green,2,,,Freehold,,,
35 Lac ,6731,vrindavan,,Ready to Move,10 out of 10,New Property,Unfurnished,North,Garden/Park,Hare Krishna Orchid,1,1,,Freehold,520 sqft,,
12 Lac ,3243,vrindavan,260 sqft,Ready to Move,2 out of 3,Resale,Unfurnished,,,,1,1,,,,,
32 Lac ,5517,vrindavan,450 sqft,Ready to Move,1 out of 3,Resale,Furnished,,,,1,1,,,,,
25 Lac ,5155,vrindavan,380 sqft,Ready to Move,7 out of 7,New Property,Unfurnished,West,"Garden/Park, Pool, Main Road",,1,1,,Freehold,,,
27 Lac ,5143,vrindavan,380 sqft,Ready to Move,7 out of 12,Resale,Furnished,East,"Garden/Park, Pool, Main Road",Krishna Valley,1,1,1 Covered,Freehold,,,
25 Cr ,25000,vrindavan,,Ready to Move,1 out of 10,Resale,Semi-Furnished,,,,4,,,,"10,000 sqft",,
45 Lac ,3422,vrindavan,,Ready to Move,5 out of 9,Resale,Unfurnished,,,,2,,,,1315 sqft,,
50 Lac ,3802,vrindavan,,Ready to Move,2 out of 9,Resale,Unfurnished,,,,2,,,,1315 sqft,,
23 Lac ,5287,vrindavan,350 sqft,Ready to Move,2 out of 3,Resale,Semi-Furnished,North,,Omaxe Eternity,1,1,,Freehold,,,
35 Lac ,6731,vrindavan,,Ready to Move,7 out of 10,Resale,Unfurnished,East,Garden/Park,Hare Krishna Orchid,1,1,,Freehold,520 sqft,,
29 Lac ,5179,vrindavan,560 sqft,Ready to Move,1 out of 10,Resale,Furnished,,"Garden/Park, Pool",Hare Krishna Orchid,1,1,"1 Covered,",,,,
51 Lac ,5667,vrindavan,900 sqft,Ready to Move,2 out of 3,New Property,Unfurnished,East,Main Road,,1,2,,Freehold,,,
45 Lac ,5294,vrindavan,600 sqft,Ready to Move,1 out of 6,Resale,Furnished,,,,1,2,,,,,
40 Lac ,2963,vrindavan,,Ready to Move,1 out of 4,Resale,Semi-Furnished,,,,2,,,,1350 sqft,,
28 Lac ,2800,vrindavan,968 sqft,Ready to Move,Ground out of 2,Resale,Unfurnished,,,Shri Radha Florence,2,2,,,,,
23 Lac ,5180,vrindavan,,Ready to Move,2 out of 3,Resale,Furnished,,,Omaxe Eternity,1,,,,444 sqft,,
16.5 Lac ,2357,vrindavan,,Ready to Move,13 out of 14,Resale,Furnished,,,Sanskar City,1,,,,700 sqft,,
18.5 Lac ,4111,vrindavan,450 sqft,Ready to Move,6 out of 14,Resale,Unfurnished,,,Krishna Valley,1,1,,,,,
48 Lac ,6000,vrindavan,620 sqft,Ready to Move,2 out of 3,Resale,Semi-Furnished,,,,2,1,,,,,
3 Lac ,667,vrindavan,,Ready to Move,,Resale,,,,,,,,,50 sqyrd,,
32.1 Lac ,7483,vrindavan,365 sqft,Ready to Move,7 out of 10,New Property,Furnished,East,Garden/Park,Hare Krishna Orchid,1,1,300 Open,Freehold,,,
42 Lac ,7636,vrindavan,468 sqft,Ready to Move,6 out of 10,New Property,Furnished,East,Garden/Park,Hare Krishna Orchid,1,1,300 Open,Freehold,,,
20 Lac ,5195,vrindavan,400 sqft,Ready to Move,Ground out of 4,Resale,Unfurnished,,Main Road,Omaxe Eternity,1,1,,Freehold,,,
30 Lac ,3489,vrindavan,710 sqft,Ready to Move,,New Property,Unfurnished,East,Main Road,,1,,"2 Covered,",Freehold,,,
42 Lac ,7635,vrindavan,468 sqft,Ready to Move,6 out of 10,New Property,Furnished,East,Garden/Park,Hare Krishna Orchid,1,1,300 Open,Freehold,,,
32 Lac ,7459,vrindavan,365 sqft,Ready to Move,7 out of 10,New Property,Furnished,East,Garden/Park,Hare Krishna Orchid,1,1,300 Open,Freehold,,,
58 Lac ,4957,vrindavan,1170 sqft,Ready to Move,2 out of 3,New Property,Unfurnished,East,"Garden/Park, Main Road",Shri Kiishna Greens,2,2,,Freehold,,,
50 Lac ,4762,vrindavan,,Ready to Move,Ground out of 3,Resale,Furnished,,,,2,,,,1050 sqft,,
31.5 Lac ,4201,vrindavan,625 sqft,Ready to Move,4 out of 8,Resale,Furnished,North - East,"Garden/Park, Pool, Main Road",,1,1,,Freehold,,,
35 Lac ,3500,vrindavan,1000 sqft,Ready to Move,1 out of 2,Resale,Unfurnished,,"Pool, Garden/Park, Main Road",Shri Radha Florence,2,1,,Freehold,,,
55 Lac ,6111,vrindavan,,Ready to Move,1 out of 3,New Property,Unfurnished,East,Garden/Park,Keshav Majestic,2,1,,Freehold,100 sqyrd,,
1.30 Cr ,8307,vrindavan,1300 sqft,Ready to Move,1 out of 3,Resale,Furnished,,,,3,4,,,,,
50 Lac ,4255,vrindavan,950 sqft,Ready to Move,4 out of 8,Resale,Unfurnished,East,"Garden/Park, Main Road",,2,2,2 Covered,Freehold,,,
26 Lac ,5361,vrindavan,425 sqft,Ready to Move,2 out of 2,Resale,Furnished,North,Main Road,Omaxe Eternity,1,1,,Freehold,,,
28 Lac ,,vrindavan,750 sqft,Ready to Move,1 out of 2,New Property,Furnished,,,,2,1,,,,,
22 Lac ,5500,vrindavan,,Ready to Move,5 out of 15,Resale,Furnished,,,Sanskar City,1,,,,400 sqft,,
65 Lac ,5000,vrindavan,1100 sqft,Ready to Move,1 out of 9,Resale,Semi-Furnished,,,,2,2,,,,,
22 Lac ,5500,vrindavan,,Ready to Move,5 out of 6,Resale,Furnished,,,Sanskar City,1,,,,400 sqft,,
35 Lac ,5000,vrindavan,550 sqft,Ready to Move,Ground out of 4,Resale,Unfurnished,,,Giriraj Apartments,1,2,,,,,
30 Lac ,5217,vrindavan,410 sqft,Ready to Move,Ground out of 3,Resale,Unfurnished,,,Omaxe Eternity,1,1,,,,,
25 Lac ,5747,vrindavan,,Ready to Move,2 out of 3,Resale,Unfurnished,East,,Omaxe Eternity,1,,,Freehold,435 sqft,,
65 Lac ,5909,vrindavan,1010 sqft,Ready to Move,2 out of 3,New Property,Unfurnished,,Garden/Park,,2,2,,Freehold,,,
23 Lac ,5361,vrindavan,,Ready to Move,2 out of 10,Resale,Unfurnished,,,,1,,,,429 sqft,,
23.9 Lac ,3918,vrindavan,,Ready to Move,2 out of 8,Resale,Furnished,,,,1,,,,610 sqft,,
24 Lac ,3902,vrindavan,,Ready to Move,3 out of 8,Resale,Furnished,,,,1,,,,615 sqft,,
21 Lac ,4895,vrindavan,,Ready to Move,1 out of 8,Resale,Unfurnished,,,,1,,,,429 sqft,,
27 Lac ,3265,vrindavan,,Ready to Move,4 out of 5,New Property,Unfurnished,,,,1,,,,827 sqft,,
23 Lac ,4423,vrindavan,,Ready to Move,9 out of 11,New Property,Unfurnished,,,,1,,,,520 sqft,,
55 Lac ,2973,zirakpur,,Ready to Move,1 out of 7,New Property,Semi-Furnished,,,Chinar Apartments,3,,,,1850 sqft,,
70 Lac ,5147,zirakpur,1300 sqft,Ready to Move,3 out of 3,New Property,Semi-Furnished,North - East,Garden/Park,,2,2,"1 Covered,",Freehold,,,
63.9 Lac ,3277,zirakpur,1350 sqft,Ready to Move,2 out of 4,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",,3,2,"1 Covered,",Freehold,,,
64 Lac ,4116,zirakpur,904 sqft,Ready to Move,2 out of 4,New Property,Semi-Furnished,North - East,"Garden/Park, Main Road",Elanza,3,3,1 Covered,Freehold,,,
1.05 Cr ,4468,zirakpur,2350 sqft,Ready to Move,11 out of 11,Resale,Furnished,,,Victoria Heights,3,4,,Freehold,,,
70 Lac ,2893,zirakpur,2000 sqft,Ready to Move,2 out of 7,Resale,Semi-Furnished,North - East,,Maya Garden City,4,4,1 Open,Freehold,,,
62 Lac ,3351,zirakpur,,Ready to Move,4 out of 11,Resale,Semi-Furnished,,Garden/Park,Vrindavan Gardens,3,3,1 Covered,Co-operative Society,1850 sqft,,
40.9 Lac ,3030,zirakpur,,Ready to Move,Ground out of 3,New Property,Furnished,East,Garden/Park,,3,2,1 Covered,Freehold,1350 sqft,,
46 Lac ,3651,zirakpur,,Ready to Move,3 out of 4,Resale,Furnished,,,Friends Enclave,3,,,,140 sqyrd,,
55 Lac ,2895,zirakpur,,Ready to Move,4 out of 6,Resale,Semi-Furnished,,,Chinar Apartments,3,,,,1900 sqft,,
55 Lac ,3438,zirakpur,,Ready to Move,6 out of 6,Resale,Semi-Furnished,,,Chinar Apartments,3,,,,1600 sqft,,
20 Lac ,3077,zirakpur,,Ready to Move,Ground out of 3,Resale,Semi-Furnished,,,,1,,,,650 sqft,,
33.9 Lac ,3809,zirakpur,,Ready to Move,1 out of 3,New Property,Semi-Furnished,,,,2,,,,890 sqft,,
33.9 Lac ,3809,zirakpur,,Ready to Move,1 out of 3,New Property,Semi-Furnished,,,,2,,,,890 sqft,,
30 Lac ,2870,zirakpur,735 sqft,Ready to Move,2 out of 2,Resale,Unfurnished,East,Garden/Park,,2,2,1 Open,Freehold,,,
74.5 Lac ,4139,zirakpur,1155 sqft,Ready to Move,4 out of 4,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Golden Castle,3,2,"1 Covered,",Freehold,,,
57.5 Lac ,3050,zirakpur,,Ready to Move,5 out of 7,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Maple Homez,3,4,1 Covered,Freehold,1885 sqft,,
56 Lac ,2814,zirakpur,,Ready to Move,3 out of 8,Resale,Semi-Furnished,North - East,Garden/Park,Spangle Condos,3,3,1 Covered,Freehold,1990 sqft,,
1.14 Cr ,5876,zirakpur,1358 sqft,Ready to Move,3 out of 6,New Property,Semi-Furnished,East,Garden/Park,Trishla City,3,3,"1 Covered,",Freehold,,,
63 Lac ,4500,zirakpur,1380 sqft,Ready to Move,1 out of 3,New Property,Semi-Furnished,North,Main Road,Highland Park Homes,3,2,,Freehold,,,
28 Lac ,2947,zirakpur,,Ready to Move,1 out of 3,Resale,Furnished,North - East,,,2,2,1 Open,Freehold,950 sqft,,
37 Lac ,2868,zirakpur,1000 sqft,Ready to Move,7 out of 11,Resale,Semi-Furnished,North - East,,Hollywood heights extention,2,2,1 Open,Freehold,,,
65 Lac ,3611,zirakpur,1260 sqft,Ready to Move,3 out of 4,New Property,Semi-Furnished,East,Garden/Park,Golden Castle,3,2,,Freehold,,,
1.10 Cr ,4889,zirakpur,,Ready to Move,3 out of 5,Resale,Unfurnished,,,,3,,,,250 sqyrd,,
38 Lac ,2815,zirakpur,,Ready to Move,2 out of 6,Resale,Semi-Furnished,,,Panchkula Heights,2,,,,1350 sqft,,
38 Lac ,3897,zirakpur,,Ready to Move,5 out of 6,Resale,Unfurnished,,,Panchkula Heights,2,,,,975 sqft,,
39 Lac ,2889,zirakpur,,Ready to Move,5 out of 6,Resale,Semi-Furnished,,,Panchkula Heights,2,,,,1350 sqft,,
15.5 Lac ,2729,zirakpur,,Ready to Move,1 out of 3,Resale,Semi-Furnished,,,Victoria Heights,2,,,,568 sqft,,
55 Lac ,3056,zirakpur,,Ready to Move,3 out of 11,Resale,Semi-Furnished,,,Victoria Heights,3,,,,1800 sqft,,
30 Lac ,3333,zirakpur,810 sqft,Ready to Move,3 out of 6,Resale,Furnished,North - East,"Main Road, Garden/Park, Pool",Penta homes,2,1,,Freehold,,,
32 Lac ,3556,zirakpur,690 sqft,Ready to Move,2 out of 3,Resale,Semi-Furnished,North - East,Main Road,Victoria Heights,2,2,1 Covered,Freehold,,,
65.9 Lac ,3379,zirakpur,1750 sqft,Ready to Move,2 out of 4,New Property,Semi-Furnished,North,Main Road,Bollywood Esencia,3,2,1 Covered,Co-operative Society,,,
66.9 Lac ,3717,zirakpur,1600 sqft,Ready to Move,2 out of 4,New Property,Semi-Furnished,North,Main Road,Golden Castle,3,2,1 Covered,Freehold,,,
45 Lac ,4245,zirakpur,,Ready to Move,2 out of 2,Resale,Unfurnished,,"Garden/Park, Main Road",Skynet Enclave,2,3,,Freehold,1060 sqft,,
42.9 Lac ,3432,zirakpur,900 sqft,Ready to Move,1 out of 3,New Property,Semi-Furnished,East,"Garden/Park, Main Road",,3,2,,Freehold,,,
